2	0.495168678	0.539358118	0.416123756	0.011314128	0.009810727	0.014750893	0.01536652	0.016009702	0.01974824
2	0.571047437	0.562435824	0.421408897	0.008670812	0.006267808	0.009108428	-0.005742618	-0.00123518	0.006639723
2	0.495484295	0.487715737	0.270100394	0.01067013	0.008904201	0.016770707	0.008861092	0.007963553	-0.010380492
2	0.547122831	0.503022195	0.288284309	0.008753109	0.006844614	0.009519343	-0.00366544	-0.003080404	-0.004442884
2	0.470929609	0.490928033	0.320918557	0.019045892	0.01704451	0.026994371	0.016625216	0.015796958	0.026262848
2	0.456152511	0.480702584	0.327052134	0.013116636	0.010023966	0.011918607	0.008047941	0.007416182	0.009716873
2	0.499909851	0.487896035	0.342615007	0.009364803	0.005495403	0.011002714	-0.002806413	-0.001298199	0.006664135
2	0.559995464	0.543825961	0.360509831	0.036377892	0.03246867	0.041046324	0.024688503	0.021154509	0.027675996
2	0.555172023	0.571069349	0.316298095	0.007589728	0.004969713	0.008795926	0.000961246	-0.002034614	0.006527882
2	0.555576058	0.579222721	0.331214741	0.006594586	0.005071231	0.010719723	-0.001670363	-0.002411589	0.006756245
2	0.551291588	0.571282708	0.316413039	0.007080869	0.004891381	0.00917937	0.002966958	-0.002465332	0.005213509
2	0.465186227	0.508642944	0.361016125	0.013752645	0.012708843	0.019556507	0.022785492	0.022329028	0.031616452
2	0.479196772	0.528184665	0.334486238	0.008460492	0.006938839	0.011753701	-0.002472961	0.002454422	0.00552919
2	0.485008967	0.506015366	0.347176267	0.008465411	0.006250883	0.009528084	0.003295176	0.001535439	-0.004533399
2	0.484922855	0.52780677	0.3829317	0.009016168	0.006449359	0.009570312	-0.003793236	-0.003056893	0.00522035
2	0.462706655	0.482534008	0.324562182	0.008392383	0.006578383	0.009641148	0.003832818	-0.003440764	-0.002756525
2	0.447722349	0.480596481	0.322560841	0.00776043	0.005888284	0.009452698	-0.004403489	-0.002618672	0.006709393
2	0.549316388	0.541333318	0.311451972	0.011765255	0.008981451	0.012913099	0.008483561	0.006694992	-0.002126864
2	0.469647151	0.48373612	0.283227519	0.022300004	0.020957199	0.018854283	0.006865578	0.011163734	0.010587942
2	0.559840923	0.569695013	0.330634252	0.014339445	0.011031019	0.008107093	0.008424428	0.006395653	-0.004599879
2	0.54344576	0.547084773	0.306236413	0.010161299	0.007189659	0.010162985	0.006079047	0.004428182	0.006203294
2	0.552714747	0.552738966	0.327147473	0.010441253	0.008342824	0.014662844	-0.006370127	-0.004105731	0.009603455
2	0.491916017	0.546367426	0.425870974	0.010343536	0.00829319	0.012260002	0.009284916	0.00966301	0.011548533
2	0.53843587	0.562419678	0.300246996	0.006733268	0.004622583	0.008967517	0.002499818	-0.001476296	0.002744076
2	0.540531782	0.561615835	0.291474692	0.007121768	0.005100799	0.009752838	0.004160647	-0.001803686	-0.00586152
2	0.543850949	0.565591224	0.296108609	0.007418615	0.005080173	0.010476903	0.00156796	0.000556198	-0.007865284
2	0.537057689	0.568866566	0.363644472	0.006389581	0.004974771	0.008039404	-0.000491047	-0.001023199	-0.004169625
2	0.54231938	0.567206598	0.323521531	0.006956128	0.005015635	0.010764665	-0.002897432	-0.002337736	0.004572947
2	0.545400585	0.573894908	0.354186345	0.007188451	0.004946718	0.009577437	0.004106483	0.001469403	-0.004933045
2	0.537906126	0.547408847	0.314151438	0.010486039	0.008270237	0.009060496	0.004724839	0.004909019	-0.004010005
2	0.537263359	0.538890651	0.314051102	0.009690373	0.007909762	0.00851168	0.003140872	0.00467184	0.0037977
2	0.53726951	0.504283509	0.323827537	0.009612107	0.009135534	0.01034321	-0.002894736	-0.002360528	0.006340282
2	0.53726951	0.504283509	0.323827537	0.009612107	0.009135534	0.01034321	-0.002894736	-0.002360528	0.006340282
2	0.51156461	0.5542467	0.391088148	0.008324808	0.005974811	0.009507119	0.001102964	-0.00173515	-0.00314801
2	0.53245568	0.533563991	0.289195792	0.010208735	0.007347385	0.008436036	0.005367029	0.003456872	0.003418366
2	0.540334185	0.541119191	0.296563005	0.008159155	0.006093903	0.009215807	-0.005788612	-0.003326738	0.00351008
2	0.563270037	0.523563049	0.29998789	0.008134641	0.006054774	0.013970756	0.003744021	0.003264049	0.008903168
2	0.520230427	0.494020386	0.281347657	0.007746545	0.00505394	0.011929602	0.003180481	-0.002819749	0.001627326
2	0.547759447	0.544741288	0.376886926	0.008486312	0.004947651	0.013207487	-0.004021576	-0.002426585	-0.007675893
2	0.484059425	0.525514415	0.379998116	0.008929068	0.006954618	0.014646635	0.003398051	0.004030218	0.008536032
2	0.492029809	0.542804146	0.428350546	0.010221094	0.007518961	0.013046544	0.004806997	-0.003868726	-0.008153573
2	0.569552005	0.5565256	0.345116107	0.008724338	0.006878438	0.011199052	0.002577971	-0.003318278	-0.003922069
2	0.562457352	0.53984519	0.326931423	0.009252119	0.007580737	0.010732756	-0.003436254	-0.003823138	-0.003719146
2	0.611124246	0.609352793	0.404026518	0.007267047	0.005746359	0.008214333	-0.004595948	-0.002180972	-0.002051595
